station_code,station_name,record_time,temperature,humidity,dew_point,wind_gust,wind_speed,rainfall_current,rainfall_hour,rainfall_day,wind_direction,wind_degree,wind_description,mean_sea_level_pressure,station_pressure
EM,黑沙環,2026-06-09T20:40:00,28.5,64.0,21.0,6.5,2.9,0.0,0.0,0.0,E,85.0,東,,
FM,大炮台,2026-06-09T20:40:00,27.4,66.0,20.5,13.3,7.2,0.0,0.0,0.0,NW,312.0,西北,,
JA,東亞運大馬路,2026-06-09T20:40:00,28.0,69.0,21.8,12.6,7.2,0.0,0.0,0.0,NW,318.0,西北,1006.0,1005.3
KV,九澳,2026-06-09T20:40:00,26.7,76.0,22.2,9.4,6.8,0.0,0.0,0.0,NNE,14.0,東北偏北,1006.2,1002.9
MM,媽閣,2026-06-09T20:40:00,28.1,64.0,20.7,16.2,8.3,0.0,0.0,0.2,NW,328.0,西北,1006.4,1004.5
MN,澳門大橋北,2026-06-09T20:40:00,,,,16.6,10.4,,,,NW,306.0,西北,,
MS,澳門大橋南,2026-06-09T20:40:00,,,,14.8,11.5,,,,WNW,281.0,西北偏西,,
PE,外港,2026-06-09T20:40:00,28.1,65.0,20.8,14.0,7.6,0.0,0.0,0.2,NNW,335.0,西北偏北,1005.9,1004.1
PG,嘉樂庇總督大橋,2026-06-09T20:40:00,,,,16.6,11.5,,,,WNW,300.0,西北偏西,,
PL,蓮花大橋,2026-06-09T20:40:00,,,,11.9,9.0,,,,NW,319.0,西北,,
PN,友誼大橋北,2026-06-09T20:40:00,,,,17.3,13.3,,,,NNW,332.0,西北偏北,,
PS,友誼大橋南,2026-06-09T20:40:00,,,,18.0,11.2,,,,NW,311.0,西北,,
PV,西灣大橋,2026-06-09T20:40:00,,,,16.9,11.5,,,,NW,323.0,西北,,
TG,大潭山,2026-06-09T20:40:00,26.6,73.0,21.4,15.5,10.1,0.0,0.0,0.2,NW,313.0,西北,1006.1,993.1
UM,澳門大學,2026-06-09T20:40:00,28.1,66.0,21.1,10.1,6.5,0.0,0.0,0.0,WNW,297.0,西北偏西,1005.9,1005.2
DC,路環市區,2026-06-10T00:05:00,26.8,73.0,21.5,13.3,7.6,0.0,0.0,0.0,NW,312.0,西北,,
DP,紀念孫中山市政公園,2026-06-10T00:05:00,26.5,72.0,21.0,16.9,7.9,0.0,0.0,0.0,N,354.0,北,,
EM,黑沙環,2026-06-10T00:05:00,26.8,71.0,21.2,10.4,5.4,0.0,0.0,0.0,NNW,340.0,西北偏北,,
FM,大炮台,2026-06-10T00:05:00,26.1,72.0,20.6,20.9,10.1,0.0,0.0,0.0,NNW,332.0,西北偏北,,
JA,東亞運大馬路,2026-06-10T00:05:00,26.3,76.0,21.8,14.8,6.5,0.0,0.0,0.0,NNW,339.0,西北偏北,1006.6,1005.9
KV,九澳,2026-06-10T00:05:00,25.4,82.0,22.2,24.8,15.5,0.0,0.0,0.0,NNE,14.0,東北偏北,1006.7,1003.4
MM,媽閣,2026-06-10T00:05:00,26.7,72.0,21.1,15.1,9.4,0.0,0.0,0.0,NNW,345.0,西北偏北,1006.9,1005.0
MN,澳門大橋北,2026-06-10T00:05:00,,,,22.0,14.4,,,,N,9.0,北,,
MS,澳門大橋南,2026-06-10T00:05:00,,,,27.0,16.2,,,,N,2.0,北,,
PE,外港,2026-06-10T00:05:00,26.6,72.0,21.3,10.8,6.1,0.0,0.0,0.0,NNW,345.0,西北偏北,1006.5,1004.6
PG,嘉樂庇總督大橋,2026-06-10T00:05:00,,,,18.0,11.5,,,,NNW,344.0,西北偏北,,
PL,蓮花大橋,2026-06-10T00:05:00,,,,19.4,15.8,,,,NNW,339.0,西北偏北,,
PN,友誼大橋北,2026-06-10T00:05:00,,,,19.4,12.6,,,,N,2.0,北,,
PS,友誼大橋南,2026-06-10T00:05:00,,,,21.6,14.4,,,,NNE,18.0,東北偏北,,
PV,西灣大橋,2026-06-10T00:05:00,,,,16.2,10.8,,,,N,356.0,北,,
TG,大潭山,2026-06-10T00:05:00,24.6,85.0,21.8,22.3,10.1,0.0,0.0,0.0,N,6.0,北,1006.6,993.6
UM,澳門大學,2026-06-10T00:05:00,26.6,73.0,21.4,14.4,8.6,0.0,0.0,0.0,NNW,340.0,西北偏北,1006.4,1005.7
DC,路環市區,2026-06-10T02:15:00,26.7,71.0,20.9,10.8,3.6,0.0,0.0,0.0,SW,213.0,西南,,
DP,紀念孫中山市政公園,2026-06-10T02:15:00,26.3,70.0,20.4,16.9,7.6,0.0,0.0,0.0,N,356.0,北,,
EM,黑沙環,2026-06-10T02:15:00,26.8,68.0,20.4,13.3,6.8,0.0,0.0,0.0,NNW,342.0,西北偏北,,
FM,大炮台,2026-06-10T02:15:00,25.9,70.0,19.9,20.5,10.8,0.0,0.0,0.0,NNW,337.0,西北偏北,,
JA,東亞運大馬路,2026-06-10T02:15:00,26.3,73.0,21.0,17.6,10.4,0.0,0.0,0.2,NNW,335.0,西北偏北,1005.7,1005.0
KV,九澳,2026-06-10T02:15:00,25.2,82.0,21.8,25.2,16.6,0.0,0.0,0.0,NNE,20.0,東北偏北,1005.9,1002.6
MM,媽閣,2026-06-10T02:15:00,26.5,68.0,20.1,23.4,12.6,0.0,0.0,0.0,N,1.0,北,1005.9,1004.0
MN,澳門大橋北,2026-06-10T02:15:00,,,,20.9,13.3,,,,N,359.0,北,,
MS,澳門大橋南,2026-06-10T02:15:00,,,,26.6,19.1,,,,N,352.0,北,,
PE,外港,2026-06-10T02:15:00,26.6,69.0,20.5,16.9,10.4,0.0,0.0,0.0,NNW,338.0,西北偏北,1005.5,1003.6
PG,嘉樂庇總督大橋,2026-06-10T02:15:00,,,,18.0,9.0,,,,N,352.0,北,,
PL,蓮花大橋,2026-06-10T02:15:00,,,,22.0,16.2,,,,NW,329.0,西北,,
PN,友誼大橋北,2026-06-10T02:15:00,,,,21.6,14.8,,,,N,357.0,北,,
PS,友誼大橋南,2026-06-10T02:15:00,,,,26.6,16.9,,,,N,10.0,北,,
PV,西灣大橋,2026-06-10T02:15:00,,,,31.0,18.7,,,,NNE,18.0,東北偏北,,
TG,大潭山,2026-06-10T02:15:00,24.8,80.0,21.0,20.5,9.0,0.0,0.0,0.0,N,359.0,北,1005.8,992.7
UM,澳門大學,2026-06-10T02:15:00,26.4,71.0,20.7,18.0,8.3,0.0,0.0,0.2,NW,318.0,西北,1005.6,1004.9
DC,路環市區,2026-06-10T04:25:00,26.1,74.0,21.2,10.8,5.0,0.0,0.0,0.0,NE,46.0,東北,,
DP,紀念孫中山市政公園,2026-06-10T04:25:00,25.8,75.0,21.0,10.8,4.7,0.0,0.0,0.0,NNW,343.0,西北偏北,,
EM,黑沙環,2026-06-10T04:25:00,26.2,72.0,20.7,10.4,5.4,0.0,0.0,0.0,NNW,345.0,西北偏北,,
FM,大炮台,2026-06-10T04:25:00,25.6,73.0,20.4,15.5,8.3,0.0,0.0,0.0,NNE,25.0,東北偏北,,
JA,東亞運大馬路,2026-06-10T04:25:00,25.9,75.0,21.2,13.3,4.7,0.0,0.0,0.2,N,354.0,北,1006.4,1005.7
KV,九澳,2026-06-10T04:25:00,24.6,87.0,22.4,28.1,18.7,0.0,0.0,0.0,NNE,26.0,東北偏北,1006.5,1003.2
MM,媽閣,2026-06-10T04:25:00,26.1,72.0,20.7,19.1,10.4,0.0,0.0,0.0,N,1.0,北,1006.7,1004.8
MN,澳門大橋北,2026-06-10T04:25:00,,,,25.2,13.7,,,,NNE,14.0,東北偏北,,
MS,澳門大橋南,2026-06-10T04:25:00,,,,24.8,16.2,,,,NNE,11.0,東北偏北,,
PE,外港,2026-06-10T04:25:00,26.0,73.0,20.8,16.6,11.5,0.0,0.0,0.0,NNW,348.0,西北偏北,1006.3,1004.4
PG,嘉樂庇總督大橋,2026-06-10T04:25:00,,,,15.8,8.6,,,,NNE,19.0,東北偏北,,
PL,蓮花大橋,2026-06-10T04:25:00,,,,24.8,17.6,,,,N,3.0,北,,
PN,友誼大橋北,2026-06-10T04:25:00,,,,17.6,12.6,,,,N,358.0,北,,
PS,友誼大橋南,2026-06-10T04:25:00,,,,15.1,11.2,,,,NNE,13.0,東北偏北,,
PV,西灣大橋,2026-06-10T04:25:00,,,,15.8,10.4,,,,NNE,21.0,東北偏北,,
TG,大潭山,2026-06-10T04:25:00,24.6,83.0,21.5,20.5,10.8,0.0,0.0,0.0,NNE,13.0,東北偏北,1006.4,993.4
UM,澳門大學,2026-06-10T04:25:00,26.0,75.0,21.2,20.2,11.2,0.0,0.0,0.2,N,5.0,北,1006.2,1005.5
DC,路環市區,2026-06-10T06:05:00,25.9,70.0,19.9,15.1,7.2,0.0,0.0,0.0,NE,57.0,東北,,
DP,紀念孫中山市政公園,2026-06-10T06:05:00,25.5,72.0,20.1,15.5,4.0,0.0,0.0,0.0,NNE,25.0,東北偏北,,
EM,黑沙環,2026-06-10T06:05:00,26.2,68.0,19.8,16.2,8.6,0.0,0.0,0.0,N,353.0,北,,
FM,大炮台,2026-06-10T06:05:00,25.3,70.0,19.4,18.0,9.7,0.0,0.0,0.0,NE,39.0,東北,,
JA,東亞運大馬路,2026-06-10T06:05:00,25.8,73.0,20.5,10.8,5.4,0.0,0.0,0.2,W,277.0,西,1007.6,1006.9
KV,九澳,2026-06-10T06:05:00,24.2,84.0,21.4,28.1,21.2,0.0,0.0,0.0,NNE,17.0,東北偏北,1007.6,1004.4
MM,媽閣,2026-06-10T06:05:00,25.9,70.0,20.0,15.1,9.0,0.0,0.0,0.0,N,357.0,北,1007.9,1006.0
MN,澳門大橋北,2026-06-10T06:05:00,,,,32.8,24.5,,,,NNE,27.0,東北偏北,,
MS,澳門大橋南,2026-06-10T06:05:00,,,,29.5,20.2,,,,NNE,26.0,東北偏北,,
PE,外港,2026-06-10T06:05:00,25.9,70.0,19.9,28.1,13.7,0.0,0.0,0.0,N,360.0,北,1007.5,1005.6
PG,嘉樂庇總督大橋,2026-06-10T06:05:00,,,,20.5,15.1,,,,NE,44.0,東北,,
PL,蓮花大橋,2026-06-10T06:05:00,,,,23.8,14.0,,,,N,1.0,北,,
PN,友誼大橋北,2026-06-10T06:05:00,,,,24.5,16.2,,,,NNE,23.0,東北偏北,,
PS,友誼大橋南,2026-06-10T06:05:00,,,,28.1,22.3,,,,NE,36.0,東北,,
PV,西灣大橋,2026-06-10T06:05:00,,,,26.6,16.2,,,,NE,46.0,東北,,
TG,大潭山,2026-06-10T06:05:00,24.4,79.0,20.4,29.2,17.6,0.0,0.0,0.0,NNE,14.0,東北偏北,1007.6,994.5
UM,澳門大學,2026-06-10T06:05:00,25.8,72.0,20.4,27.0,15.5,0.0,0.0,0.2,NE,39.0,東北,1007.4,1006.7
DC,路環市區,2026-06-10T07:35:00,25.9,70.0,20.0,13.7,5.4,0.0,0.0,0.0,NE,46.0,東北,,
DP,紀念孫中山市政公園,2026-06-10T07:35:00,25.6,73.0,20.3,16.2,5.0,0.0,0.0,0.0,N,8.0,北,,
EM,黑沙環,2026-06-10T07:35:00,26.0,69.0,19.9,13.3,8.3,0.0,0.0,0.0,NNW,344.0,西北偏北,,
FM,大炮台,2026-06-10T07:35:00,25.1,71.0,19.4,18.0,8.6,0.0,0.0,0.0,N,7.0,北,,
JA,東亞運大馬路,2026-06-10T07:35:00,25.7,72.0,20.3,17.6,7.9,0.0,0.0,0.2,NNW,343.0,西北偏北,1008.7,1008.0
KV,九澳,2026-06-10T07:35:00,24.4,84.0,21.4,29.2,20.2,0.0,0.0,0.0,NNE,22.0,東北偏北,1008.8,1005.5
MM,媽閣,2026-06-10T07:35:00,25.8,69.0,19.6,16.6,9.7,0.0,0.0,0.0,N,8.0,北,1008.9,1007.0
MN,澳門大橋北,2026-06-10T07:35:00,,,,26.6,16.2,,,,N,8.0,北,,
MS,澳門大橋南,2026-06-10T07:35:00,,,,23.8,15.1,,,,N,4.0,北,,
PE,外港,2026-06-10T07:35:00,25.8,71.0,20.1,20.9,11.2,0.0,0.0,0.0,NNW,341.0,西北偏北,1008.6,1006.7
PG,嘉樂庇總督大橋,2026-06-10T07:35:00,,,,19.8,10.4,,,,NNE,15.0,東北偏北,,
PL,蓮花大橋,2026-06-10T07:35:00,,,,30.6,18.4,,,,N,356.0,北,,
PN,友誼大橋北,2026-06-10T07:35:00,,,,24.1,15.1,,,,NNE,11.0,東北偏北,,
PS,友誼大橋南,2026-06-10T07:35:00,,,,23.0,15.5,,,,NNE,19.0,東北偏北,,
PV,西灣大橋,2026-06-10T07:35:00,,,,24.5,18.0,,,,N,3.0,北,,
TG,大潭山,2026-06-10T07:35:00,24.4,78.0,20.4,24.8,12.2,0.0,0.0,0.0,N,6.0,北,1008.7,995.6
UM,澳門大學,2026-06-10T07:35:00,25.7,72.0,20.2,20.5,13.0,0.0,0.0,0.2,NNE,14.0,東北偏北,1008.5,1007.8
DC,路環市區,2026-06-10T09:45:00,26.7,69.0,20.5,12.6,5.8,0.0,0.0,0.0,N,357.0,北,,
DP,紀念孫中山市政公園,2026-06-10T09:45:00,26.8,69.0,20.6,12.6,6.8,0.0,0.0,0.0,NE,40.0,東北,,
EM,黑沙環,2026-06-10T09:45:00,26.7,67.0,19.9,14.8,7.2,0.0,0.0,0.0,N,358.0,北,,
FM,大炮台,2026-06-10T09:45:00,26.2,67.0,19.7,14.8,9.0,0.0,0.0,0.0,NNE,20.0,東北偏北,,
JA,東亞運大馬路,2026-06-10T09:45:00,26.4,71.0,20.7,13.7,6.5,0.0,0.0,0.2,NNW,333.0,西北偏北,1009.4,1008.7
KV,九澳,2026-06-10T09:45:00,25.3,83.0,22.2,26.6,18.4,0.0,0.0,0.0,NNE,21.0,東北偏北,1009.5,1006.2
MM,媽閣,2026-06-10T09:45:00,26.9,65.0,19.8,14.0,6.8,0.0,0.0,0.0,NNE,13.0,東北偏北,1009.6,1007.8
MN,澳門大橋北,2026-06-10T09:45:00,,,,26.3,20.2,,,,NNE,23.0,東北偏北,,
MS,澳門大橋南,2026-06-10T09:45:00,,,,22.3,15.5,,,,NNE,19.0,東北偏北,,
PE,外港,2026-06-10T09:45:00,26.5,67.0,19.8,17.6,9.0,0.0,0.0,0.0,NNE,13.0,東北偏北,1009.3,1007.4
PG,嘉樂庇總督大橋,2026-06-10T09:45:00,,,,20.5,15.5,,,,NE,55.0,東北,,
PL,蓮花大橋,2026-06-10T09:45:00,,,,22.7,16.2,,,,N,5.0,北,,
PN,友誼大橋北,2026-06-10T09:45:00,,,,22.0,16.9,,,,NNE,19.0,東北偏北,,
PS,友誼大橋南,2026-06-10T09:45:00,,,,23.0,18.0,,,,NNE,26.0,東北偏北,,
PV,西灣大橋,2026-06-10T09:45:00,,,,18.4,13.7,,,,N,9.0,北,,
TG,大潭山,2026-06-10T09:45:00,25.3,77.0,21.1,23.4,12.2,0.0,0.0,0.0,N,4.0,北,1009.3,996.3
UM,澳門大學,2026-06-10T09:45:00,26.3,70.0,20.4,22.0,12.6,0.0,0.0,0.2,NNE,12.0,東北偏北,1009.2,1008.5
DC,路環市區,2026-06-10T14:35:00,28.8,63.0,21.2,13.7,6.8,0.0,0.0,0.0,ENE,73.0,東北偏東,,
DP,紀念孫中山市政公園,2026-06-10T14:35:00,28.2,70.0,22.3,16.2,5.8,0.0,0.0,0.0,ENE,67.0,東北偏東,,
EM,黑沙環,2026-06-10T14:35:00,27.7,67.0,21.1,12.2,5.4,0.0,0.0,0.0,ENE,61.0,東北偏東,,
FM,大炮台,2026-06-10T14:35:00,28.0,65.0,20.8,13.3,5.8,0.0,0.0,0.0,NE,52.0,東北,,
JA,東亞運大馬路,2026-06-10T14:35:00,28.7,66.0,21.8,10.1,5.0,0.0,0.0,0.2,SW,239.0,西南,1008.5,1007.8
KV,九澳,2026-06-10T14:35:00,28.9,74.0,23.9,16.9,9.7,0.0,0.0,0.0,NE,43.0,東北,1008.8,1005.5
MM,媽閣,2026-06-10T14:35:00,28.8,61.0,20.5,14.4,6.5,0.0,0.0,0.0,NNE,24.0,東北偏北,1008.7,1006.8
MN,澳門大橋北,2026-06-10T14:35:00,,,,22.7,19.4,,,,NE,53.0,東北,,
MS,澳門大橋南,2026-06-10T14:35:00,,,,24.1,19.4,,,,NE,50.0,東北,,
PE,外港,2026-06-10T14:35:00,28.3,65.0,21.1,20.2,12.2,0.0,0.0,0.0,NNE,26.0,東北偏北,1008.4,1006.5
PG,嘉樂庇總督大橋,2026-06-10T14:35:00,,,,28.1,21.2,,,,ENE,65.0,東北偏東,,
PL,蓮花大橋,2026-06-10T14:35:00,,,,16.2,7.6,,,,NNE,25.0,東北偏北,,
PN,友誼大橋北,2026-06-10T14:35:00,,,,24.5,18.4,,,,NE,43.0,東北,,
PS,友誼大橋南,2026-06-10T14:35:00,,,,22.7,15.1,,,,ENE,68.0,東北偏東,,
PV,西灣大橋,2026-06-10T14:35:00,,,,27.4,22.0,,,,ENE,75.0,東北偏東,,
TG,大潭山,2026-06-10T14:35:00,28.3,69.0,22.2,19.8,9.7,0.0,0.0,0.0,NNE,16.0,東北偏北,1008.5,995.6
UM,澳門大學,2026-06-10T14:35:00,28.8,68.0,22.3,15.5,9.4,0.0,0.0,0.2,NE,48.0,東北,1008.3,1007.6
DC,路環市區,2026-06-10T18:35:00,27.9,72.0,22.5,7.6,4.3,0.0,0.0,0.0,ESE,105.0,東南偏東,,
DP,紀念孫中山市政公園,2026-06-10T18:35:00,27.9,70.0,21.9,9.7,2.9,0.0,0.0,0.0,NE,45.0,東北,,
EM,黑沙環,2026-06-10T18:35:00,28.2,67.0,21.3,12.6,6.8,0.0,0.0,0.0,ENE,61.0,東北偏東,,
FM,大炮台,2026-06-10T18:35:00,27.5,67.0,20.7,18.0,10.8,0.0,0.0,0.0,E,99.0,東,,
JA,東亞運大馬路,2026-06-10T18:35:00,28.2,69.0,22.1,7.6,4.0,0.0,0.0,0.2,SW,224.0,西南,1009.2,1008.5
KV,九澳,2026-06-10T18:35:00,26.7,80.0,23.0,10.8,4.7,0.0,0.0,0.0,E,95.0,東,1009.5,1006.2
MM,媽閣,2026-06-10T18:35:00,28.3,63.0,20.6,11.9,6.8,0.0,0.0,0.0,ENE,60.0,東北偏東,1009.3,1007.5
MN,澳門大橋北,2026-06-10T18:35:00,,,,16.2,12.6,,,,E,95.0,東,,
MS,澳門大橋南,2026-06-10T18:35:00,,,,16.6,12.6,,,,ESE,102.0,東南偏東,,
PE,外港,2026-06-10T18:35:00,28.3,65.0,21.0,14.4,8.6,0.0,0.0,0.0,NE,41.0,東北,1009.0,1007.1
PG,嘉樂庇總督大橋,2026-06-10T18:35:00,,,,19.8,16.9,,,,ENE,77.0,東北偏東,,
PL,蓮花大橋,2026-06-10T18:35:00,,,,14.8,11.2,,,,ESE,106.0,東南偏東,,
PN,友誼大橋北,2026-06-10T18:35:00,,,,16.6,10.8,,,,ENE,70.0,東北偏東,,
PS,友誼大橋南,2026-06-10T18:35:00,,,,19.1,13.3,,,,E,99.0,東,,
PV,西灣大橋,2026-06-10T18:35:00,,,,20.2,16.6,,,,E,83.0,東,,
TG,大潭山,2026-06-10T18:35:00,26.1,80.0,22.4,14.0,9.0,0.0,0.0,0.0,ESE,106.0,東南偏東,1009.2,996.3
UM,澳門大學,2026-06-10T18:35:00,27.5,76.0,23.0,13.7,8.6,0.0,0.0,0.2,E,98.0,東,1009.0,1008.3
DC,路環市區,2026-06-10T22:20:00,26.8,80.0,23.1,14.4,5.0,0.0,0.0,0.0,E,88.0,東,,
DP,紀念孫中山市政公園,2026-06-10T22:20:00,26.8,77.0,22.5,23.0,7.9,0.0,0.0,0.0,ENE,61.0,東北偏東,,
EM,黑沙環,2026-06-10T22:20:00,27.2,76.0,22.5,19.1,6.8,0.0,0.0,0.0,NNE,28.0,東北偏北,,
FM,大炮台,2026-06-10T22:20:00,26.4,77.0,22.0,18.7,11.9,0.0,0.0,0.0,ENE,79.0,東北偏東,,
JA,東亞運大馬路,2026-06-10T22:20:00,26.9,79.0,22.9,9.7,4.3,0.0,0.0,0.2,WNW,294.0,西北偏西,1011.1,1010.4
KV,九澳,2026-06-10T22:20:00,26.0,85.0,23.2,20.2,10.8,0.0,0.0,0.0,NE,55.0,東北,1011.3,1008.0
MM,媽閣,2026-06-10T22:20:00,27.1,75.0,22.2,17.6,8.3,0.0,0.0,0.0,NE,46.0,東北,1011.4,1009.5
MN,澳門大橋北,2026-06-10T22:20:00,,,,28.1,23.8,,,,ENE,70.0,東北偏東,,
MS,澳門大橋南,2026-06-10T22:20:00,,,,28.4,23.4,,,,ENE,72.0,東北偏東,,
PE,外港,2026-06-10T22:20:00,26.9,76.0,22.3,21.2,11.5,0.0,0.0,0.0,NE,44.0,東北,1011.0,1009.1
PG,嘉樂庇總督大橋,2026-06-10T22:20:00,,,,28.8,25.6,,,,ENE,70.0,東北偏東,,
PL,蓮花大橋,2026-06-10T22:20:00,,,,19.8,11.5,,,,ENE,78.0,東北偏東,,
PN,友誼大橋北,2026-06-10T22:20:00,,,,21.6,13.7,,,,ENE,64.0,東北偏東,,
PS,友誼大橋南,2026-06-10T22:20:00,,,,24.8,16.9,,,,ENE,77.0,東北偏東,,
PV,西灣大橋,2026-06-10T22:20:00,,,,31.3,26.3,,,,ENE,71.0,東北偏東,,
TG,大潭山,2026-06-10T22:20:00,25.9,80.0,22.1,21.2,8.3,0.0,0.0,0.0,NE,52.0,東北,1011.1,998.1
UM,澳門大學,2026-06-10T22:20:00,26.6,83.0,23.4,18.7,10.4,0.0,0.0,0.2,E,87.0,東,1010.9,1010.2
DC,路環市區,2026-06-11T01:35:00,26.0,82.0,22.6,4.7,2.5,0.0,0.0,0.0,E,89.0,東,,
DP,紀念孫中山市政公園,2026-06-11T01:35:00,25.9,81.0,22.4,5.8,1.8,0.0,0.0,0.0,NE,41.0,東北,,
EM,黑沙環,2026-06-11T01:35:00,26.8,77.0,22.3,7.6,1.8,0.0,0.0,0.0,N,5.0,北,,
FM,大炮台,2026-06-11T01:35:00,25.9,78.0,21.8,13.3,5.4,0.0,0.0,0.0,E,91.0,東,,
JA,東亞運大馬路,2026-06-11T01:35:00,26.2,81.0,22.6,9.7,4.3,0.0,0.0,0.0,WSW,255.0,西南偏西,1010.1,1009.4
KV,九澳,2026-06-11T01:35:00,24.8,90.0,23.0,13.3,9.0,0.0,0.0,0.0,NNE,27.0,東北偏北,1010.4,1007.1
MM,媽閣,2026-06-11T01:35:00,26.4,77.0,22.1,9.7,5.0,0.0,0.0,0.0,NE,43.0,東北,1010.3,1008.4
MN,澳門大橋北,2026-06-11T01:35:00,,,,24.5,16.6,,,,NE,40.0,東北,,
MS,澳門大橋南,2026-06-11T01:35:00,,,,24.1,19.8,,,,NE,50.0,東北,,
PE,外港,2026-06-11T01:35:00,26.3,78.0,22.1,15.1,7.6,0.0,0.0,0.0,NE,35.0,東北,1009.9,1008.0
PG,嘉樂庇總督大橋,2026-06-11T01:35:00,,,,16.9,12.6,,,,NE,56.0,東北,,
PL,蓮花大橋,2026-06-11T01:35:00,,,,18.0,9.4,,,,NE,38.0,東北,,
PN,友誼大橋北,2026-06-11T01:35:00,,,,18.0,13.0,,,,NE,41.0,東北,,
PS,友誼大橋南,2026-06-11T01:35:00,,,,23.0,14.0,,,,NE,46.0,東北,,
PV,西灣大橋,2026-06-11T01:35:00,,,,19.4,13.0,,,,ENE,67.0,東北偏東,,
TG,大潭山,2026-06-11T01:35:00,24.8,86.0,22.3,18.0,7.6,0.0,0.0,0.0,NNE,22.0,東北偏北,1010.1,997.1
UM,澳門大學,2026-06-11T01:35:00,26.2,81.0,22.6,17.3,10.4,0.0,0.0,0.0,NE,40.0,東北,1009.9,1009.2
DC,路環市區,2026-06-11T04:10:00,25.6,82.0,22.4,3.6,1.1,0.0,0.0,0.0,NE,31.0,東北,,
DP,紀念孫中山市政公園,2026-06-11T04:10:00,26.2,78.0,22.1,6.5,2.5,0.0,0.0,0.0,NE,37.0,東北,,
EM,黑沙環,2026-06-11T04:10:00,26.5,77.0,22.1,14.0,2.9,0.0,0.0,0.0,S,171.0,南,,
FM,大炮台,2026-06-11T04:10:00,25.8,78.0,21.7,9.7,4.7,0.0,0.0,0.0,ENE,60.0,東北偏東,,
JA,東亞運大馬路,2026-06-11T04:10:00,26.2,79.0,22.3,7.2,2.5,0.0,0.0,0.0,WSW,241.0,西南偏西,1010.2,1009.5
KV,九澳,2026-06-11T04:10:00,24.6,90.0,22.8,9.7,5.8,0.0,0.0,0.0,NNE,28.0,東北偏北,1010.4,1007.1
MM,媽閣,2026-06-11T04:10:00,26.5,76.0,21.9,9.4,5.4,0.0,0.0,0.0,NE,38.0,東北,1010.5,1008.6
MN,澳門大橋北,2026-06-11T04:10:00,,,,17.3,13.3,,,,NE,54.0,東北,,
MS,澳門大橋南,2026-06-11T04:10:00,,,,15.1,10.8,,,,NE,45.0,東北,,
PE,外港,2026-06-11T04:10:00,26.2,77.0,21.9,9.0,5.8,0.0,0.0,0.0,NE,39.0,東北,1010.1,1008.2
PG,嘉樂庇總督大橋,2026-06-11T04:10:00,,,,14.4,12.6,,,,ENE,61.0,東北偏東,,
PL,蓮花大橋,2026-06-11T04:10:00,,,,9.0,5.8,,,,NNE,26.0,東北偏北,,
PN,友誼大橋北,2026-06-11T04:10:00,,,,12.2,7.9,,,,NE,54.0,東北,,
PS,友誼大橋南,2026-06-11T04:10:00,,,,16.9,11.9,,,,ENE,60.0,東北偏東,,
PV,西灣大橋,2026-06-11T04:10:00,,,,15.8,13.0,,,,ENE,76.0,東北偏東,,
TG,大潭山,2026-06-11T04:10:00,24.7,86.0,22.2,14.0,6.1,0.0,0.0,0.0,NNE,23.0,東北偏北,1010.2,997.2
UM,澳門大學,2026-06-11T04:10:00,26.2,81.0,22.7,9.7,5.4,0.0,0.0,0.0,NE,40.0,東北,1010.0,1009.3
DC,路環市區,2026-06-11T06:20:00,26.3,79.0,22.3,9.0,4.0,0.0,0.0,0.0,NE,37.0,東北,,
DP,紀念孫中山市政公園,2026-06-11T06:20:00,26.0,78.0,21.8,7.9,2.5,0.0,0.0,0.0,NE,35.0,東北,,
EM,黑沙環,2026-06-11T06:20:00,26.5,75.0,21.8,9.0,4.7,0.0,0.0,0.0,NNW,344.0,西北偏北,,
FM,大炮台,2026-06-11T06:20:00,25.8,77.0,21.4,12.6,6.5,0.0,0.0,0.0,NE,33.0,東北,,
JA,東亞運大馬路,2026-06-11T06:20:00,26.2,80.0,22.6,11.5,4.3,0.0,0.0,0.0,WSW,248.0,西南偏西,1011.1,1010.4
KV,九澳,2026-06-11T06:20:00,25.1,88.0,22.9,16.9,12.6,0.0,0.0,0.0,NNE,19.0,東北偏北,1011.3,1008.0
MM,媽閣,2026-06-11T06:20:00,26.4,75.0,21.6,15.1,8.6,0.0,0.0,0.0,N,359.0,北,1011.4,1009.5
MN,澳門大橋北,2026-06-11T06:20:00,,,,20.5,15.8,,,,NNE,22.0,東北偏北,,
MS,澳門大橋南,2026-06-11T06:20:00,,,,17.6,13.0,,,,NNE,24.0,東北偏北,,
PE,外港,2026-06-11T06:20:00,26.3,77.0,21.9,13.3,8.3,0.0,0.0,0.0,NNW,345.0,西北偏北,1011.0,1009.1
PG,嘉樂庇總督大橋,2026-06-11T06:20:00,,,,14.0,7.9,,,,NNE,20.0,東北偏北,,
PL,蓮花大橋,2026-06-11T06:20:00,,,,13.7,9.7,,,,NNE,25.0,東北偏北,,
PN,友誼大橋北,2026-06-11T06:20:00,,,,13.3,9.4,,,,N,2.0,北,,
PS,友誼大橋南,2026-06-11T06:20:00,,,,21.6,16.6,,,,NE,41.0,東北,,
PV,西灣大橋,2026-06-11T06:20:00,,,,14.4,10.8,,,,NNE,19.0,東北偏北,,
